text,aspect,sentiment,score
maaf belum sekarang fitur verifikasi wajah min soal baru pertama kali donwdod sih,lainnya,positif,4
abis update malah tidak mau buka sama sekali,lainnya,negatif,1
driver ramah sopan santun sabar,driver,positif,5
apk bagus aman mengalamai baru jadi bayar qr scan hasil aplikasi driver belum selesai minta kode qr karena takut error jadi bayar cash mohon d tindak lanjut terima kaasih,keamanan,positif,4
jelek banget layan kurang sering bug pdhl pake qris biar sat set eh malah bayar x tidak rekomen,layanan,negatif,1
susah banget downloadnya tanya tele susah ngepasinnya wkwkwk,lainnya,negatif,1
bayar qr oke kok aplikasi malah tidak masuk kasihan abang udah kasih bukti jadi bayar double yah grab performa aplikasi malah makin jelek,aplikasi,negatif,1
pakai metode bayar qris hp customer uda hasil bayar hp kemudi tidak hasil dong tindakk kasiann mud jadi jegat lama sama kemudi kalau emang qris blm sepenuh gausah adain qris uda gitu pusat bantu ai gaada pusat bantu jawab lalu karyawan gmanasi grabb,lainnya,positif,2
antar lama banget udah tunggu jam gaada driver akhir batalin padahal laper banget tidak kayak apk belah sat set hadehhhhh,aplikasi,negatif,1
kalau kasih notifikasi jarang napa ganggu tau tidak main tiba tiba muncul notifikasi grab sangat menggangu kurang notifikasi,lainnya,negatif,4
sangat bantu aktipitas hati waktu mepet moga terus jaya,lainnya,positif,5
sistem jelek,aplikasi,negatif,1
knpa si sekarang buka apk grab susah banget suka kluar apk sendiri kadang loding lama padahal dulu tidak gituuu sebel dehhh,aplikasi,negatif,3
sangatt baik,lainnya,positif,5
kak jadi gin bayar jalan guna qr nahh status bayar hasil aplikasi grab abang bayar belum selesai trus coba bayar lagih qr aplikasi abang qr tidak jadi tf dana abang sendiri alhasil bayar kali,aplikasi,negatif,1
kok apknya rada rada milih proses bayar qris udah tf si grab driver ngga nyelesain order gimana sih apknya paksa ganti metode bayar tunai terus si grab driver saldo potong kek mana lah apknya,aplikasi,negatif,2
sangat bantu sekali cepet nyaman,keamanan,positif,5
alhamdulillah ada aplikasi sangat bantu jalan tidak punya kendara,aplikasi,positif,5
untuk customer kalau mau sen makan milih resto jangan terlalu jauh bangt,lainnya,negatif,1
turun nilai karena tidak batal pesan padahal salah pencet sekian detik banyak pilih alas batal tawar grab tele tele ujung tetap tidak batal pesan,lainnya,negatif,1
layan akurat,layanan,positif,5
tagih lebih mahal pakai voucher kata macet salah macet bayar lewat ovo kata belum bayar tunjuk bukti bayar cek lama pergi bilang yaudah bilang maaf tuduh bayar tunai padahal bayar ovo kecewa sekali grab sekarang tumpang tagih tumpang salah kalau macet fyi minta tambah uang tunai biar tidak detect grab,lainnya,negatif,2
driver baik ramah layan muas,layanan,positif,5
suka bgttt,lainnya,positif,5
knp tidak update lg grab,lainnya,negatif,1
ribet nariknuangnya,lainnya,netral,3
mudah pesan driver asyik,driver,positif,5
bantu harap lebih baik,lainnya,positif,5
udah langgan unlimited tidak suka sistem gn kcic mau mesan online sistem tidak cari jalur gage padahal tau jalan gage,aplikasi,negatif,1
aplikasi tidak jelas mau belanja malah suruh verifikasi terus tidak pesan apa apa,aplikasi,negatif,2
semangat,lainnya,positif,5
makin lama makin aneh driver udah deket cancel padahal pake prioritas sampe telat trs benci gw,driver,negatif,1
pake grab lebih gampang,lainnya,positif,5
terima kasih uda anter anak ibu,lainnya,positif,5
sumpah kenapasih sen bike hemat harga awal k tibatiba pas nyampe jadi bike standard mau tidak mau bayar sesuai apk abang padahal mesennya awal bike hemat judge aku bilang kamu salah kali pencet kali tidak aku udah x ngalamin begini pertama abang oke aja sesuai harga awal abang emang liat harga k abang kaget tibatiba jadi k baru banget tadi ngalamin abang beda tetep kekeuh bayar k benerin dong sistem,harga,negatif,1
mohon tertib driver nomor plat tera aplikasi sama dtg jemput aman percaya langgan,keamanan,positif,3
mudah guna mudah paham alur semua isi plafon apl grabenya,lainnya,positif,5
lot gajelas suka ngubah waktu sen mau sendiri,lainnya,negatif,1
tidak buka aplikasi jelek sekali,aplikasi,negatif,1
layan transportasi pesan antar praktis cepat mudah guna butuh hari hari,layanan,positif,5
bagus ramah,lainnya,positif,5
benar aja estimasi antar jam sama waktu resto tutup gimana maksud coba,lainnya,negatif,1
jaring gw bagus selalu ngelag tiap pesan grabcar selalu jelek tidak loading lah tidak ngechek lah bener bener jelek buat emosi aja,lainnya,negatif,1
kalau lama driver waktu estimasi bakal dimundurin terus sampek mati lapar nunggu kok hampir jam tidak jelas gabisa dibatalin apk gabisa ngasih solusi,aplikasi,negatif,1
terimakasih diver jln kalem g ngebut,lainnya,positif,5
love you,lainnya,positif,5
terimakasih layan bang,layanan,positif,5
selamat gw,lainnya,positif,5
sangat bagus saran ui bagus misal salah satu contoh rangkum pesan makan bagus taruh dalam buah kotak ujung tidak tajam tata letak ikon layan beranda bagus makan motor logo bagus layan pencet atas pojok kiri selalu tulis nama layan masuk grab ride grab gifts tulis gede tidak terlalu atas kiri pojok contoh grabride terimakasih,layanan,positif,5
maless banget jadi sering double yaa padahal pesan selesai dapet tidak notif nyaa mohon sangat baik udah kali,lainnya,positif,1
sulit ting titik jemput aplikasi pas udah setting pas mau sen ubah sendiri aneh,aplikasi,netral,3
cepat ramah kurir,lainnya,positif,5
keren ramah,lainnya,positif,5
jadi mudah kmna,lainnya,positif,5
alhamdulillah mud ramah,lainnya,positif,5
aplikasi sampah maps tidak akurat lot selesai masalah lama,aplikasi,negatif,1
sngt bantu buat tdh kendara,lainnya,positif,5
selalu bagus,lainnya,positif,5
wahh bagus banget moga sukses,lainnya,positif,5
cepat ramah kendara bersih,lainnya,positif,5
grab is a convenient all in one platform that offers transportation food delivery and digital payment services the app is easy to navigate provides reliable services and helps users save time in their daily activities,aplikasi,positif,5
susah banget loginnya,lainnya,negatif,2
cepat mudah,lainnya,positif,5
kecewa banget sama apk grab pesan kurir tungguin jam kurir ambil pesan pesan tunggu lama malah suruh cansel sama driver karena motor penuh kali kalau kasih order driver cukup order aja jangan gilir sen tunggu jam sama dg sttus kurir sedang ambil pesan ntr cansel nunggu lama,aplikasi,negatif,2
ramah amanah terimakasih bang,keamanan,positif,5
apk guna jadi tidak usah keluar rumah kalau mau pesan,aplikasi,positif,5
bagus nyaman sopan tidak ugal ugal an,keamanan,positif,5
coba deh kak tambahin aplikasi gopay soal pakai gopay biar lebih mudah,aplikasi,positif,5
mudah satu aplikasi sangat lengkap driverr ramah ramah mwmbantu butuh,aplikasi,positif,5
mantep k dapet pcx apk belah k cuman beat,aplikasi,positif,5
terlalu lama tunggu dapat driver hingga jam lebih mes makan tetap tidak batal buang waktu aja,driver,negatif,1
trimakasih tepat waktu,lainnya,positif,5
apk sampah sen prioritas malah lamain buat temen kalau kendala bkn resto driver aplikasi sen instant malah buat sameday korupsi banget bayar harga instant layan sameday pantes driver males ambil tipu dasar,layanan,negatif,1
grab sekarang promonya sedikittttttt banget hampir gada padahal pakai grab unlimited,lainnya,negatif,2
jalan jadi nyaman,keamanan,positif,5
sangat ngebantu banget sen makan,lainnya,positif,5
coba,lainnya,positif,5
mantap lah,lainnya,positif,5
cepat mudah guna,lainnya,positif,5
lumayan murah sangat cpt nyaman,keamanan,positif,5
baru pertama naik greb makas siabang y baik,lainnya,positif,5
aplikasi gaje mau daftar akun baru krna blum punya selsai daftar malah beku,aplikasi,negatif,1
menit dulu baru dpt grab entah seever gimana aplikasi lot buka,aplikasi,negatif,1
slalu sigap butuh,lainnya,positif,5
harga grab makin tak masuk akal,harga,negatif,1
harga kurang masuk akal,harga,negatif,5
minta diupdate malah tidak buka buang buang kuota paksa instal ulang pasang baru,lainnya,negatif,2
sopisi kbthan,lainnya,positif,5
bagus cepat,lainnya,positif,5
kocak gw promo potong harga k pas pencet guna malah muncul promo kamu pilih ngga guna pdhl barusan isi saldo ovo guna pas disi gabisa kocak,harga,negatif,1
mohon maaf grab banget mah kalau jemput tidak sesuai estimasi jemput mah lamaaa banget jemput,lainnya,netral,3
kemudi baik sopan ramah danntahu jalan,lainnya,positif,5
kembalilan fitur tip dulu makin susah ngasih tip dong kembali fitur tip mula mempernudah beri tip mitra,lainnya,negatif,4
drive amanah,keamanan,positif,5
beli paket tulis k gb d grab pas beli masa masuk cuma gb gimana cerita,lainnya,negatif,1
sangat senang sekali puasas,lainnya,positif,5
sangat bagus thank you,lainnya,positif,5
aplikator tai,lainnya,negatif,1
suka lag aplikasi,aplikasi,positif,4
mantap pesenanny dtng tepat waktu,lainnya,positif,5
good zoob,lainnya,positif,5
kemudi siaga,lainnya,positif,5
udah lumayan masa kali lokasi tidak sesuai jadi mesen kali kan,lainnya,negatif,2
cukup baguuus,lainnya,positif,5
tidak fungsi aplikasi hp say bulan guna baru,aplikasi,negatif,1
alhamdulillah ramah bget,lainnya,positif,5
kendaraanya kurang fix,lainnya,negatif,4
pesan ber jam tidak kemudi hingga lapar ujung mes pergi resto sendiri grab tidak mau intropeksi diri kadang bela toko mes tidak jadi pihak netral padahal kata status mitra kemudi,lainnya,negatif,1
okey makasih,lainnya,netral,3
good app,aplikasi,positif,5
baru detik sen gabisa dibatalin anjir gajelas mana lama antar,lainnya,negatif,1
nunggu lama,lainnya,positif,4
aplikasi tidak jelas tiba akun tangguh padahal baru selesai pesan,aplikasi,negatif,1
ramah n sopan,lainnya,positif,5
grab anjeeeng sen kirim driver,driver,negatif,1
perah banget salah satu mitra grab jadi posisi kontra ojol depan gerbang kontra suruh masuk tidak mau terus luar eh marah kontra tidak masuk sebrang orang lah grab kurir masuk ko aman aja tanya punya kontra parah banget mana ngmong gitu kenceng banget sampe tetangga belah keluar jadi malu sendiri,keamanan,positif,1
gampang akses,lainnya,positif,5
macet stuk loading,lainnya,negatif,1
ongkir jngan mahal donk,harga,negatif,5
aplikasi cocok tggl tua,aplikasi,positif,5
udah harga jangkau nyaman kendara lama nyaman sekali kualitas oke suka banget moga selalu amanah rezeki lancar,keamanan,positif,5
akhir akhir grab sering lag gabisa buka loading lama banget gatau padahal jaring tuh udah bener bener stabil aja si aplikasi gamau buka and harga beda banget sama toko asli lebih mahal kali lipat harga asli dong buat grab segera baik,harga,netral,3
aplikasi bagus,aplikasi,positif,5
perhati driver mya driver atas nama sumarlan tambah biaya parkir konfirmasi tambah biaya tol cuman tambah jadi komplen grab tidak solusi sama sekali,harga,negatif,1
langgan grab unlimited sama aja kya tidak langgan diskon minim banget tidak worth it,lainnya,negatif,1
main iklan tiba tiba plaistor,lainnya,negatif,1
tq sangat bantu,lainnya,positif,5
mantap driver,driver,positif,5
cepat tuju,lainnya,positif,5
layan ramah baik,layanan,positif,5
driver baik banget enak,driver,positif,5
bagus bngt,lainnya,positif,5
terima kasih antar makan tepat waktu,lainnya,positif,5
iklan mu ganggu kali,lainnya,negatif,1
kejam,lainnya,negatif,1
good ponamah tepat cepat,lainnya,positif,5
jelek karna banyak drive ngeselin udah nunggu lama tiba tiba batal gtu aja,lainnya,negatif,1
mantapppp,aplikasi,positif,5
tepat waktu ramah driver,driver,positif,5
cepat bngt,lainnya,positif,5
lot aplikasi,aplikasi,negatif,1
layan bgus cpt sampe ramah trimakash,layanan,positif,5
nice app,aplikasi,positif,5
top lah,lainnya,positif,5
mantap tidur makan datang sendiri engk usah repot kalau pas lg mager,lainnya,positif,5
lama tidak nunggu jam padahal cmn kilo,lainnya,negatif,1
driver bagus ramah,driver,positif,5
apk tidak,aplikasi,negatif,1
naik grab paket hemat lebih senang aman nyaman pasti puas,keamanan,positif,5
susah cari driver lama sekali pick up paket,driver,negatif,3
is the best,lainnya,positif,5
grab sekarang aneh driver nerima order grab food lebih jadi kalau sen makan tuh lama pas udah terima makan dingin pas tanya driver lama banget jawab anter sen tempat dulu makin kesini makin gajelas,driver,negatif,2
update mulu,lainnya,negatif,1
iklan terossss buka aplikasi iklan mau sen nungguin iklan dulu semua diiklanin lucu banget loh iklan grab aplikasi grab,aplikasi,negatif,1
bagus bayar tambahin dana dong biar guna dana enak kalau abis cash pakai dana memang qris tpi dana belum prem bagaimana soal ade pakai grab bayar pake dana blm prem gabisa sampe minjem cash tetangga,lainnya,positif,4
bantu urgent,lainnya,positif,5
lokasi tidak akurat waktu tunggu lama simpan lokasi baru sulit map nama lokasi beda bila cancel driver jalan riwayat pesan langsung hilang jadi susah tracking,driver,negatif,3
hidup asa lebih mudah grab,lainnya,positif,5
suda verifikasi malah gabisa pesan aneh,lainnya,negatif,1
profesional tenang layan,layanan,positif,4
better drpd sblah,lainnya,positif,5
kemudi grab ramah oke segi layan muas mantaap,layanan,positif,5
metode bayar tidak d dukung upgrade mulu sering punya wallet sendiri napa d apknya,aplikasi,positif,4
kasi mitra exploitasi tarif makin hancur an udah tidak sehat saing parah,harga,negatif,1
masa aku mau batalin pesan karna warung ngga buka ngga batalin pesan kacau aplikasi,aplikasi,negatif,2
harus gaush pake bintang sih orng buru malah suruh verifikasi wajah udah gitu sekarang kalau pake cash tidak kan aneh gojek sama apk aja sen makan bayar cash,aplikasi,negatif,1
parah nih grab akun beku lebih x skrg beku alas jelas cocok beri bintang moga cepat sadar deh,lainnya,positif,1
driver sangat ramah profesional,driver,positif,5
aplikasi sangat bantu jalan tuju ekonomi indonesia,aplikasi,positif,5
baik bantu segala minus dapat jauh jadi lama nunggu g kaya aplikasi belah tentuin mau kemudi mana kalau belah bayar non cash mending belah karna g lama nunggu,aplikasi,positif,4
grab ny akrifkn,lainnya,positif,5
selesa sangat,lainnya,positif,5
manteb,lainnya,positif,5
good bagussss,lainnya,positif,5
udah update baru malah loading terus padahal sinyal bagus biasa cepet malah loading terus jadi sebel,lainnya,positif,1
sopir ny ramah ngajak ngobrol sip pokok ny,lainnya,positif,5
layan mantab,layanan,positif,5
sya lebih suka naik grab tidak ribet kalau cari alamat tuju,lainnya,positif,5
nyaman pko,keamanan,positif,5
bagus cuman pas mau buka aplikasi sangat lama ngebug mulu,aplikasi,positif,2
tidak daftar padahal baru pertama kali daftar pler,lainnya,negatif,2
terimakasih joss,lainnya,positif,5
sering banget lot padahal dah pke data wifi,lainnya,negatif,1
padahal jam order makan gada driver anter sibuk alas aja segitu banyak driver kota gada ambil order,driver,negatif,1
jaring bagus lot banget apk grb,aplikasi,positif,1
grab keren,lainnya,positif,5
kurang anggur ada grab driver,driver,negatif,5
terima kasih sangat bantu,lainnya,positif,5
aplikasi grab tidak buka,aplikasi,negatif,1
mau pesan jam belum jam pakai acara tolak harga udah berubag,harga,negatif,1
isi gopay tidak masuk masuk komplain k cs via chat tanggap doank beli tidak ngchat sama skali,layanan,negatif,1
mantaap,lainnya,positif,4
lokasi tidak akurat padahal dulu akurat semenjak update banyak tidak sesuai titik jadi jalan kaki baik,lainnya,positif,1
up grad lambat,lainnya,negatif,4
waktu prioritas tidak sesuai tawar,lainnya,positif,5
padahal udah nunggu makan tpi nyata pihak resto tidak buka padahal udah nunggu dri lama tpi gaada tu kabar apa eh tiba batalin aja sama driver,driver,negatif,1
okey sangat bantu mantap,lainnya,positif,5
loadingnya terlalu lama bagus makin kesini loading terlalu lama kalau masalah jaring ngk mungkin soal aplikasi g k lancar lancar aja,aplikasi,positif,1
ramah banget abang nay,lainnya,positif,5
sopir komunikatif cukup bantu,lainnya,positif,5
layan driver ojol sikap muas mulai jemput alamat smg sukses fan lancar trus aamiin,layanan,positif,5
kalau iklan platform suka tiba tiba masuk apk sendiri padahal tidak pencet apa apa,aplikasi,netral,3
capek banget nunggu kemudi mana dibatalin susah,lainnya,negatif,1
grab suka lama nunggu padahal buru nunggu bukan waktu sebentar lama bangett,lainnya,negatif,1
grab aplikasi loadingnya lot banget susah unk muncul wktu mau mesan aplikasi,aplikasi,negatif,1
baik driver sabar,driver,positif,5
mudah pilih armada jalan karna banyak pilih sangat mudah d lapar mes makan d aplikasi inj,aplikasi,positif,5
trima kasih pak smoga smkin lancar rejekinya,lainnya,positif,5
kurang suka biasa ak beli enak langgan lama tumben bngt rasa pangsit bau,lainnya,negatif,4
driver e sombong suka batalke order gilir order anyeb tuhan salahin,driver,negatif,1
bagus tepat waktu,lainnya,positif,5
aplikasi jelas mau pesan makan sini malah toko buat tutup padahal tanya pihak toko kalau memang buka aplikasi,aplikasi,negatif,1
good memang trbaik,lainnya,positif,5
bagus on time,lainnya,positif,5
lama jemput,lainnya,positif,5
drever ramah sopan,lainnya,positif,5
kalau ngasih tau update jangan dadak dong org lg buru buru suruh update dulu,lainnya,netral,3
layan kalian sangat baik,layanan,positif,5
kalau hujan susah banget cari driver titik lokasi selalu tidak sesuai padahal udah minta baharu,driver,negatif,3
tidak bayar lewat dana pindah saldo ovo dulu mana biaya admin mahal,harga,negatif,2
banyak driver sombong,driver,negatif,1
cari driver susah blm kalau dpet banyak suka ngeluh jauh apa tumpang kan jdnya tidak nyaman trs nyari driver tidak dapet susah padahal kota padahal udah pake lama tahun grab rudet banget,keamanan,netral,3
aplikasi bantu,aplikasi,positif,5
lebih murah ngga liat foto,lainnya,positif,5
tertib kemudi terima order tiba minta batal mesan,lainnya,positif,5
grab mudah segalax,lainnya,positif,5
aplikasi paling top,aplikasi,positif,5
driver plat motor beda,driver,negatif,1
najis banget tiap malem lapar mau sen malah masalah jaring wae padahal kouta banyak anehhh nih tidak kayak belah langsung baik yaa banyak kan lapor masalah jaring jangan update gajelas masalah jaring noh benerin,lainnya,positif,1
buat fitur buat milih gender supirnya min udah follow,driver,positif,5
maps aplikasi grabnya update dong terimakasih,aplikasi,positif,4
promo grabfood superb anknya manaaaa,lainnya,negatif,1
se sering update aplikasi lot,aplikasi,negatif,1
bagus banget ap buat kaum mageran trus sesuai pesan banget semua orang grab ny ramah bahkan mungkin sama sama gander,lainnya,positif,5
dong baik tidak pantau jalan anak nih aplikasi lelet,aplikasi,negatif,1
kalau mau pesan tidak bayar kes ngk semua orang kalau mau beli pakai qris yll,lainnya,negatif,2
pesan smpai tpt waktu,lainnya,positif,5
cacat sekarang grab udah jarang promo kena cash tidak ngotakkk,lainnya,negatif,1
ongkir food mahal banget gila potong admin kalau topup ovo gede diskon kecil parah banget deh cuma dipake kalau mau sen pagi sore aja soal apk oren tidak jadi mau tidak mau pake kalau pake si ijo belah sama aja mahal,harga,negatif,2
platform sangat bantu hari hari,lainnya,positif,5
jangan sering update pls in this ekonomi memo hp penuh soal,lainnya,netral,3
sangat manfaat buat darurat,lainnya,positif,5
sangat bantu butuh transportasi urgent,lainnya,positif,5
pak tlg kebal lupa byr maaf,lainnya,positif,5
grab oke,lainnya,positif,5
kurir baik ramah,lainnya,positif,5
easy to use and very convenient for transportation and food delivery the service is reliable and the app helps save time in everyday activities,aplikasi,positif,5
melaka malaysia susah driver udahlah gada pes harga makin naik terus,harga,negatif,1
sampah driver tidak niat semua,driver,negatif,1
tidak pernh ad promo,lainnya,netral,3
mud ramah,lainnya,positif,5
bapak baik sopan,lainnya,positif,5
habis top up malah tidak sen apa semua gagal apa grab kok malah error gin,lainnya,negatif,1
sayang tidak pesan kendara aga ribet naik mobil takut macet,lainnya,netral,3
mantab lebih bagus dri belah belah kadang kalau jauh tidak mau ngambil cuka diemin bae,lainnya,positif,5
mksh baik ramah,lainnya,positif,5
gps lokasi tepat good,lainnya,positif,5
sunggu sangat bantu tidak kendara sendiri pokok y is the best greb,lainnya,positif,5
alhamdulillah baik,lainnya,positif,5
ada no cs grab dihub guna lama sulit rubah bayar by ovo sangkut nomor lama,layanan,positif,5
payah,lainnya,negatif,2
sangat mudah,lainnya,positif,5
baik sukses selalu,lainnya,positif,5
isi cwe mulu dah malasss tem driver cewek,driver,negatif,1
dervernya amanah terimakasih,keamanan,positif,5
terimakasih bapak jalan sangat nyaman baik banget poko bintang,keamanan,positif,5
tidak ongkir diskon asa lebih mahal buat malas mau pesan makan pulang kerja,harga,negatif,3
aplikasi tidak jelas lol driver tidak jelas,aplikasi,negatif,1
aman cepat nyaman,keamanan,positif,5
tidak terlalu mahal,lainnya,negatif,1
orngnya ramah,lainnya,positif,5
trimakasih grab,lainnya,positif,5
jalan sangat senang mobil keren banget sopir ramah,lainnya,positif,5
aplikasi dajal cari untung besar besar cara korban mitra driver order kasih biar sunat customer bayar normal customer nunggu pesan lama datang tidak tau driver jemput order restoran,aplikasi,negatif,1
jangan dik dikit update lah biar tidak lambat guna aplikasi,aplikasi,negatif,5
mau bayar grab food tidak semua tidak dukung mau qris mau tunai kan aneh,lainnya,negatif,1
potong kapan laku mohon jawab,lainnya,positif,5
aplikasi banget,aplikasi,positif,5
jauh aja cman lama banget guna ovo payleter,lainnya,positif,4
gatau grab sekarang lebih sering update kalau buka aplikasi lot banget padahal paket banyak susah pakai titik grab gampang banget ubah ubah lah kalau update sekali aja kualitas,aplikasi,negatif,1
driver baik banget,driver,positif,5
cukup mudah dn smoga semua sopir tetep sopan sya guna jasa,lainnya,positif,5
oklah,lainnya,positif,5
aplikasi jadi lot sih lama banget buka pdhl grab selalu jdi andal kalau aplikasi lot gin jdi malas,aplikasi,positif,5
grab sering banget double sen an padahal sampe rumah driver nelpon lg nunggu titik jemput lah kan bingung gw jadi tidak enak bukan sekali kali sering banget kyk gin coba kok double sen an,driver,negatif,1
baik ramah orang,lainnya,positif,5
baguss cepet,lainnya,positif,2
buat ribet sering eror pas mau ganti metode bayar sen tambahin beberapa tuju pesan udah buat,lainnya,negatif,1
terima kasih mantaaaap,lainnya,positif,5
eror mulu jaring selalu tidak stabil padahal koneksi internet selalu bagus buka aplikasi selalu lancar kalau pakai grab mau pesan makan selalu hambat salah jaring terus,aplikasi,positif,2
sama baik puas,lainnya,positif,5
enak buat order makan,lainnya,positif,5
ayo dukung manusia tidak guna aplikasi tidak manusiawi mitra driver driver,aplikasi,negatif,1
titik mesan grab food bukan titik kini titik dekat lebih baik kaya dulu,lainnya,positif,3
belanja grab mart guna voucher kemudian barang beras kg hapus pesan toko pihak konfirmasi konsumen rugi nila beras sebut tidak ganti apa lapor pusat bantu x tidak solusi pihak toko rider saling lempar salah rugi,lainnya,positif,1
sangat puas playanan deliver y baik,layanan,positif,5
bapknya baik sopan,aplikasi,positif,5
sangat muas lama guna grab,lainnya,positif,5
driver suka naik harga sendiri,harga,negatif,1
payah bayar harus bayar pas driver sampe minta tidak sesuai banget,driver,positif,5
bagos,lainnya,positif,5
moga jadi lebih baik kembang pesat depan terima kasih,lainnya,positif,5
good and helpful apps,aplikasi,positif,5
dravernya tepat waktu,lainnya,positif,5
tidak mesen grab padahal gojek buka,lainnya,netral,3
aplikasi nyah lelet bila donlod nyah kalau baharu,aplikasi,negatif,5
better,lainnya,positif,5
makin sering make makin tidak diskon voucher tidak tuh diskon buat jalan motor grabfood buset dah ongkir sama biaya adminnya tidak kira makan jga lebih mahal jatohnya diskon dpet cuma rb org mah bkannya makin sering order justru voucher jga enggak ngasih kek brpa sih oren aja berani ngasih diskon tiap hari,harga,negatif,4
mohon maaf belum gimana grab mobil daerah kec pacet kab cianjur minta tambah ongkos tidak sesuai aplikasi tau titik jelas sedang puskesmas bawa anak sakit malah mnta ongkos double tidak bantu sama sekali tidak jual solusi buat masyarakat istri sama anak mau ngegrab parahh grab motor sangat santun ramah baik pokok grab motor,aplikasi,positif,1
dulu mau ganti nomor akun tetap premium nyata tidak akun ktp,lainnya,positif,4
bagus ramah good jop,lainnya,positif,5
terimakasih grab moga sehat selalu jangan lupa tingkat terus layan lebih mudah,layanan,positif,5
aman nyaman,keamanan,positif,5
terlalu bnyk info asa ganggu,lainnya,netral,3
sangatt puass,lainnya,positif,5
sampe selamat,lainnya,positif,5
layan kurang sering banget sen pake grab driver suka lama banget padahal cuma menit tidak dateng kadang sen cancel tiba ada komunikasi,layanan,negatif,4
aplikasi tidak pernah kecewa selalu bantu saat lapar pokok semua,aplikasi,positif,5
driver ramah sopan kendara bersih,driver,positif,5
mantap luar biasa poko sangat bantu,lainnya,positif,5
keren murah,lainnya,positif,5
harga kadang tak masuk akal kali lipat oke harga standart grab makin lama makin payah harga naik kali lipat puih,harga,negatif,1
tidak sesuai titik,lainnya,positif,5
uda lama sekali pakek grab kecewa kali uda kali driver depan mata malah batalin pihak posisi buru buru mau brgkat kerja,driver,negatif,1
drever baik sopan moga lancar banyak rejeki aamin,lainnya,positif,5
qplikais aneh lokasingbisa tololll,lainnya,negatif,1
bagus aja cuma biasa driver tidak jalan jalan mlah diem doang padahal tidak lampu merah aneh sering temu driver nyampe trus cancel,driver,positif,3
kalau antar makan memang tidak guna tarif hemat adain harus tutup biar tidak buat repot orang,harga,negatif,1
tidak gratis ongkir malesin banget,harga,negatif,1
grab godd job,lainnya,positif,5
apk sangat buruk guna sangat kecewa konfirmasi minta mencancel pesan tidak respon baik pihak grab alhasil order kedouble sangat sangat kecewa kualitas apknya merespon keluh guna cepat balik malah diam,layanan,negatif,1
abang sangat ramah asik tidak grab pernah naikin sangat sombong kalau abang grab sangat baik ramah tidak buat risih trimakasih bang grab sehat selalu jangan prnh sombong sma orng thanks,lainnya,positif,5
pesan sekarang tiap hari hemat tiap hari banyak promonya,lainnya,positif,5
kemudi baik ramah,lainnya,positif,5
it s really bad and crazy expensive please fix the price and make it easier to find a car immediately,lainnya,negatif,2
oke baik,lainnya,positif,5
aplikasi berat lot padahal sering mau pakai males lama apk ny,aplikasi,negatif,2
grab murah bayar pake ovo nabung nyaman,keamanan,positif,5
smangat teruss,lainnya,positif,5
amplikasi totok iki,lainnya,negatif,1
cuma cek promo aja trs close aplikasi tiba tiba pesan untung pas punya duit anj mana tidak sedikit nominal buat takutt bye,aplikasi,negatif,1
driver kaleum cepat tuju hapal jalan,driver,positif,5
supirnya asik,driver,positif,5
daftar grabunlimited tidak untung apa voucher tidak guna tidak beda sama daftar grabunlimited promo tidak,lainnya,negatif,1
sanget mudah,lainnya,positif,5
suka kemudi ramah sopan baik,lainnya,positif,5
aman percaya,keamanan,positif,5
cepat mantap,lainnya,positif,5
daerah jauh tidak bantu sama sekali masa tidak dapet,lainnya,positif,2
layan sangat ramah mudah paham sangat bantu terimakasih,layanan,positif,5
tidak jelas tiba tiba keluar aplikasi,aplikasi,negatif,1
sangat bantu lapat,lainnya,positif,5
bagus karna aplikasi cpt,aplikasi,positif,5
buat driver jangan lewat trotoar terus dong min,driver,positif,4
kalau economi jam tidak driver,driver,negatif,1
halo tim grab pesan grab motor grabcar jadi dulu lihat titik kendaran ada pesan dulu ecek area grab grabcar pesan dulu lihat jauh dekat kendaran sedia,lainnya,positif,5
sangat bagus ringan buat semua kalang,lainnya,positif,5
kemudi kendara tenang jadi nyaman,keamanan,positif,5
daftar gampang,lainnya,positif,5
alam tagih gopay pinjam dg ancam harap baik sistem padahal telat cuma hari,aplikasi,positif,1
gimana sih kok ngk dibatalin pesan kalau ongkirnya k batal kalau ongkirnya k ngk batal,harga,negatif,1
grab and driver,driver,positif,5
driver komunikatif,driver,positif,5
order mobil si supirnya cancel aplikasi dulu makin ribet aja,aplikasi,negatif,2
driver sangat baik sopan bantu angkat barang trolly kalau driver mas banyak berkah,driver,positif,5
grab is extremely useful for transportation and food delivery the app is easy to navigate and the service is generally fast and dependable,aplikasi,positif,5
cepat proses,lainnya,positif,5
sangat bantu top deh pokok,lainnya,positif,5
kalau jalan deukeut pernah order grap malah jalan kukurilingan pusing tidak kenal jalan tuju rumkit pusing,lainnya,positif,4
lama banget estiminasinya kurir sok sibuk,lainnya,negatif,1
mksh grab sangat bantu,lainnya,positif,5
grab aplikasi diandalin semua orang bagus percaya transportasi butuh hari paling oke cepat datang harga jelas aman sopan makan barang antar kilat selamat hidup,keamanan,positif,5
buat fasilitas grab bike xl sortir aja motor dateng jangan sen xl datangin honda beat kecil langgan bayar lebih biar dapet motor lega tidak terlalu dempet percuma sen xl datengnya motor kecil,lainnya,negatif,1
keren harga saing,harga,positif,5
apa sih tulis qris malah qris bayar tempat,lainnya,negatif,1
