text,score
Ramah dan amanah terimakasih ya bang,5
apk yang berguna jadi gk usah keluar rumah kalo mau pesan,5
bagus nyaman sopan tidak ugal ugal an.,5
coba deh kak tambahin aplikasi gopay soal nya saya pakai gopay biar lebih mudah,5
"memudahkan dalam satu aplikasi sudah sangat lengkap ... driverr2nya pun ramah ramah , mwmbantu di saat saat butuh ..",5
sopir ramah,5
"mantep. 21k dapet pcx, di apk sebelah 24k cuman beat",5
👍👍,5
"terlalu lama menunggu mendapatkan driver hingga 1jam lebih saat memesan makanan tapi tetap tidak bisa dibatalkan, BUANG2 WAKTU AJA",1
trimakasih sudah tepat waktu,5
ok,5
"apk sampah,pesen prioritas malah di lamain,buat temen2 kalau ada kendala bkn dari resto dan driver nya ya tapi dari aplikasi nya,pesen instant malah di bikin sameday,korupsi bgt bayar harga instant pelayanan sameday,pantes driver nya pada males ambil,penipuan dasar .",1
sangat baik,5
"kenapa grab sekarang promonya SEDIKITTTTTTT BANGET HAMPIR GADA,padahal saya pakai grab unlimited😭",2
perjalanan jadi nyaman,5
sangat ngebantu banget... dalam pesen2 makanan,5
cobalah,5
"ok, mantap lah",5
baik,5
Ok,5
cepat dan mudah untuk digunakan,5
lumayan murah sangat cpt dan nyaman,5
baru pertama naik greb makasi ya siabang y baik,5
baik,5
aplikasi gaje. mau daftar akun baru krna blum punya . udh selsai daftar malah di bekukan .,1
mantap,5
oke,5
sangat membantu,5
harus 25 menit dulu baru bisa dpt grab... entah seever atau gimana... aplikasi lemot dibukanya,1
slalu sigap saat di butuhkan 👍,5
harga grab makin tak masuk akal,1
Harganya kurang masuk akal,5
ok,5
mantap,5
minta diupdate tapi malah ga bisa kebuka... buang-buang kuota.. terpaksa instal ulang.. pasang baru lagi..,2
sopisi di setiap kbthan,5
👍,5
bagus cepat,5
baik,5
"kocak ini gw ada promo potongan harga 27k pas pencet digunakan malah muncul ""promo yg kamu pilih ngga bisa digunakan"" pdhl barusan sebelum isi saldo ovo bisa digunakan tapi pas udh disi gabisa. kocak²",1
driver ramah 👍,5
sering eror,1
Mohon maaf untuk grab tolong banget ini mah KLO jemput bisa gak sesuai estimasi jemput ini mah lamaaa banget jemput nya,3
terimakasih 🙏,5
"pengemudi, baik, sopan + ramah danntahu jalan",5
ramah,4
Sangat bermanfaat,5
kembalilan fitur tip ke yang dulu. makin susah ngasih tip. tolong dong kembalikan fitur untuk tip kesemula. agar mempernudah memberi tip ke pada mitra anda,4
Drive nya yg amanah,5
ok,5
"BELI PAKET TULISAN NYA 110k 35 GB D GRAB, PAS UDH DI BELI MASA YG MASUK CUMA 25GB . GIMANA CERITANYA",1
saya sangat senang sekali puasas,5
sangat bagus thank you,5
aplikator tai,1
good,5
lemot,2
suka lag aplikasinya,4
mantap serta pesenanny dtng tepat waktu,5
keren 👍,5
good zoob,5
ok,5
pengemudi siaga,5
bagus,5
baik,5
"Udah lumayan, tapi masa saya dua kali lokasinya gak sesuai jadi mesen dua kali kan",2
driver nya ramah,5
ramah,5
baik bagus,5
baik,5
cukup baguuus,5
kenapa tidak bisa berfungsi aplikasi ini di hp saya say bulan pengguna baru,1
Alhamdulillah ramah bget,5
sangat membantu,5
kendaraanya kurang fix,4
"pesanan ber jam2 tidak dapat pengemudi hingga kelaparan, ujung2nya pemesan pergi ke resto sendiri... grab tidak mau intropeksi diri, kadang hanya membela toko atau pemesan, tidak bisa menjadi pihak netral padahal katanya statusnya mitra pengemudi",1
okey makasih 🙏,3
good app,5
BARU SEDETIK PESEN TP GABISA DIBATALIN ANJIR GAJELAS UDH MANA LAMA PENGANTARAN,1
nunggu agak lama,4
"aplikasi gak jelas tiba"" akun saya di tangguhkan . padahal saya baru selesai pesan.",1
sangat membantu,5
ramah n sopan,5
grab anjeeeng... pesen 1 dikirim 2 driver,1
"perah banget salah satu mitra grab jadi posisi saya di kontrakan, ojol di depan gerbang kontrakan di suruh masuk ga mau terus saya yang ke luar, eh dia marah² ini kontrakan ga bisa di masuk sebrang orang! , lah grab, kurir juga ada yg masuk ko aman² aja saya tanya yg punya kontrakan juga boleh, parah banget mana ngmong ke gitu kenceng banget sampe tetangga² sebelah pada keluar saya yg jadi malu sendiri",1
semua baik,5
lumayan,3
gampang di akses,5
"macet, stuk di loading",1
trbaik,5
ongkir nya jngan mahal2 donk🙈🙈,5
layanan mantap,5
aplikasi yang cocok untuk untuk tggl tua,5
sangat membantu,5
mantap,5
sangat membantu,5
nice,5
"Udah harga terjangkau tapi kenyamanan berkendara selama ini nyaman sekali, kualitas jg oke. Suka banget, semoga selalu amanah dan rezeki lancar.",5
bagus,5
good job,5
puas,5
"akhir akhir ini grab sering lag, gabisa dibuka, loading lama banget. gatau kenapa, padahal jaringan tuh udah bener bener stabil, tapi masih aja si aplikasinya gamau kebuka. and, harganya beda banget sama di toko aslinya. lebih mahal dua kali lipat dari harga aslinya. tolong dong buat grab, segera diperbaiki ya.",3
Aplikasinya bagus,5
good job,5
oke,5
"Tolong di perhatikan lagi driver mya, driver atas nama Sumarlan menambahkan biaya parkir tanpa konfirmasi dan menambahkan biaya tol yg seharusnya cuman 8500 tp di tambahkan jd 85000. saya komplen ke grab. tidak ada solusi sama sekali.",1
Bagus 👍,4
"udh langganan grab unlimited, sama aja kya gak langganan, diskon minim bgt, gak worth it",1
lagi main pun ada iklan tiba tiba ke plaistor,1
tq sangat membantu,5
mantap drivernya,5
cepat sampai tujuan,5
pelayanan ramah baik,5
👍👍👍👍,5
driver baik banget enak,5
bagus bngt,5
membantu sekali,5
Terima kasih telah mengantar makanan tepat waktu,5
ok,5
bagus,4
iklan mu mengganggu kali,1
kejam,1
bagus sekali,5
bagus,5
ok ok banget,5
good ponamah... tepat dan cepat,5
jelek. karna banyak drive'yg ngeselin udah nunggu lama'tiba tiba di batalkan gtu aja,1
mantapppp,5
tepat waktu dan ramah drivernya,5
cepat bngt,5
lemot aplikasi nya,1
"pelayanan bgus ,,cpt sampe ,ramah,,trimakash",5
nice app,5
top lah,5
mantap sambil tiduran makanan datang sendiri engk usah repot kalo pas lg mager,5
lama ga guna nunggu 5jam padahal cmn 1kilo,1
sangat puas,5
Driver nya bagus dan ramah,5
apk ga guna,1
ok puas,5
naik grab paket hemat lebih menyenangkan aman nyaman dan pastinya puas,5
saya suka,5
susah cari driver dan lama sekali untuk pick up paket,3
nice,5
lumayan,5
is the best,5
"Grab sekarang aneh ya? Drivernya nerima orderan grab food lebih dari 1 Jadinya kalo pesen makanan tuh lama, pas udah di terima makanan sudah dingin. Pas di tanya drivernya kenapa lama banget jawabnya karena anter pesenan ke tempat lain dulu. Makin kesini makin gajelas",2
update mulu,1
sangat puas,5
bagus,5
"IKLAN TEROSSSS, buka aplikasi iklan, mau pesen harus nungguin iklan dulu, semuanya diiklanin. Lucu banget loh iklan grab diaplikasi grab 😂",1
sudah bagus tapi untuk pembayaran tambahin dana dong biar pengguna dana juga enak klo abis cash bisa pakai dana memang ada qris tpi untuk dana yang belum prem bagaimana? soalnya ade saya pakai grab bayar pake dana yang blm prem gabisa dia sampe minjem cash ke tetangga,4
membantu saat urgent,5
"untuk lokasi tidak akurat , waktu tunggu lama. untuk menyimpan lokasi baru sulit antara map nama lokasi berbeda.bila kita di cancel driver di jalan riwayat pesanan juga langsung hilang, jadi susah tracking nya",3
sangat bagus,5
hidup terasa lebih mudah dengan grab,5
good,5
Suda verifikasi malah gabisa pesan aneh!,1
"ya profesional, tenang, pelayanannya ok",4
"Pesan makanan harga harga gak masuk diakal dan biaya ongkir dan tambahan layanan untuk per orderan kalau pakai voucher dari grabunlimited biaya ongkir makin naik padahal sama gaji pengemudi gk seberapa diberikan ongkos kepada pengantar yang tidak sesuai ditambah ada biaya layanan besar sekali 2-3rb udah cukup kalau setiap pembeli merasa senang orderan akan bertambah dan makin bertambah, voucher anda sendiri yang mengadakan tetapi setiap jarak lebih 12km ongkir naik gk masuk akal!!!!!!!!!!!!!!!!",1
better ini drpd yg sblah,5
pengemudi grab ramah dan oke dari segi pelayanan memuaskan...mantaap,5
sangat nyaman,5
metode pembayaran ini tidak d dukung... upgrade Mulu sering... punya wallet sendiri Napa d apknya...,4
sangat puas,5
sangat membantu dalam perjalanan,5
baik,5
"kasian mitra anda..di exploitasi dgn tarif yg semakin hancur""an , udah gak sehat bersaingnya..parah",1
"masa aku mau batalin pesanan karna warungnya ngga buka, ngga bisa di batalin pesanannya, kacau aplikasinya",2
"harusnya gaush pake Bintang sih, orng buru² malah disuruh verifikasi wajah, udah gitu sekarang kalo pake cash ga bisa kan aneh, gojek sama apk yang lain aja bisa pesen makan bayar cash",1
parah nih grab.. akun saya dibekukan lebih dari 3x dan sampai skrg masih dibekukan tanpa alasan yang jelas. cocoklah diberikan bintang 1. semoga cepat sadar deh..,1
drivernya sangat ramah dan profesional,5
Aplikasi yang sangat membantu dalam perjalanan menuju perekonomian Indonesia,5
"Terbaik, membantu segala nya. tapi minusnya kenapa dapatnya yg jauh ya jadi harus lama nunggu. kenapa g kaya aplikasi sebelah yg kita tentuin mau pengemudi yg mana, kalo sebelah bisa bayar non cash mending sebelah karna g lama nunggu.",4
Tolong grab ny di akrifkn,5
sangat baik,5
bagus,5
selesa sangat,5
ramah baik,5
manteb,5
bagus,5
pelayanan nya ramah dan baik,5
👍,5
Good Bagussss,5
mantap,5
udah di update ke yang baru malah loading terus padahal sinyal bagus biasa cepet ini malah loading terus jadi sebel,1
ok,5
sopir ny ramah ngajak ngobrol sip pokok ny,5
baik,5
layanan mantab,5
"sya lebih suka naik grab, ga ribet klo cari alamat tujuan.",5
nyaman pko nya,5
"sudah bagus, cuman pas mau buka aplikasi sangat lama dan ngebug Mulu",2
terbaik,5
"ga bisa daftar, padahal baru pertama kali daftar pler",2
bagus,5
terimakasih joss,5
sering bgt lemot padahal dah pke data + wifi,1
padahal masih jam 20.00 order makanan tp gada driver yg anter sibuklah alasan aja segitu banyak driver dikota ini 1 pun gada yg ambil orderannya,1
"jaringan bagus, lemot banget apk grb",1
mantap,5
nice,5
Grab keren....,5
ok,5
mengurangi pengangguran adanya grab driver,5
terima kasih sangat membantu,5
sangat sangat membantu,5
kenapa aplikasi grab tidak bisa dibuka?,1
"mau pesan jam 19,59 belum jam 20,00 pakai acara ditolak harga udah berubag",1
"saya isi gopay tp ga masuk masuk, komplain k cs via chat tp tanggapannya begitu doank, pembeli ga bisa ngchat sama skali",1
bagus,4
Keren,5
mantaap,4
ok,5
tolong lokasi Nya ga akurat lagi padahal dulu akurat semenjak update banyak Ga sesuai titik jadi harus jalan kaki lagi saya.tolong di perbaiki,1
up grad lambat,4
waktu prioritas tidak sesuai dengan yang ditawarkan,5
baik,5
ok,5
ok terbaik,5
padahal udah nunggu makanannya tpi ternyata dari pihak resto ga buka..padahal udah nunggu dri lama tpi gaada tu kabar apa2 eh tiba2 di batalin aja sama driver..,1
okey... sangat membantu.. mantap..,5
luar biasa,5
Ok'👍👍👍👍👍👍👍,5
"loadingnya terlalu lama .. bagus tapi makin kesini loading terlalu lama , kalo masalah jaringan ngk mungkin soalnya aplikasi g..k lancar lancar aja",1
bagus,5
ramah,5
ramah banget Abang nay,5
sopir komunikatif dan cukup membantu,5
"bagus, nyaman",5
pelayanan driver ojol nya dan sikap nya memuaskan dari mulai penjemputan sampai ke alamat nya smg sukses fan lancar trus aamiin 🤲,5
klo lagi iklan di platform lain suka tiba tiba masuk apk sendiri padahal gak pencet apa apa,3
"Capek banget nunggu pengemudi, mana nggak bisa dibatalin lagi. Menyusahkan",1
sangat puas,5
grab suka lama nunggu nya padahal lagi buru² nunggu nya bukan waktu yang sebentar ini lama bangett,1
Sangat Bagus,5
mantab,5
keren,5
kenapa grab saat ini aplikasi nya loadingnya lemot bgt & susah unk muncul saat wktu mau di pemesanan di aplikasi saya ...,1
ramah tepat waktu,5
terbaik 👍 dan driver penyabar,5
memudahkan dalam memilih armada untuk perjalan karna banyak pilihannya dan sangat memudahkan d saat lapar bisa memesan makanan d aplikasi inj,5
trima kasih pak smoga smkin lancar rejekinya..,5
sangat membantu,5
boleh,5
agak kurang suka biasanya ak beli enak udh langganan lama tapi tumben bngt rasa pangsit nya agak bau,4
"driver e sombong"" suka batalke orderan. nanti giliran orderan anyeb,tuhan yg di salahin",1
nice,5
bagus,5
bagus tepat waktu,5
"aplikasi nggak jelas, mau pesan makanan di sini malah toko dibuat tutup padahal sudah saya tanyakan pihak toko kalau memang sudah dibuka di aplikasinya",1
good memang trbaik,5
mantap,5
bagus,5
"bagus,on time",5
tepat waktu,5
kelamaan jemputnya,5
drever ramah dan sopan,5
ok,5
"kalo ngasih tau harus update jgn mendadak dong, org lg buru buru disuruh update dulu",3
pelayan kalian sangat baik,5
"kalau hujan susah banget cari driver nya, titik lokasi selalu tidak sesuai, padahal udah minta di perbaharui.",3
"tidak bisa bayar lewat dana, harus pindah saldo ke ovo dulu, mana biaya admin nya mahal 🤏🏻",2
mantap,5
BANYAK DRIVER SOMBONG,1
"cari driver susah, blm lagi klo dpet jg banyak yg suka ngeluh jauhlah apalah, sebagai penumpang kan jdnya gak nyaman, trs nyari driver gak dapet2 susah padahal saya di kota, padahal saya udah pake lama tp tahun ini grab rudet banget",3
aplikasi bisa membantu,5
ok,5
Lebih murah tapi ngga bisa liat foto nya,5
tertibkan pengemudi yg sudah Terima orderan tiba2 minta batalkan pemesanan,5
grab mempermudah segalax,5
aplikasi paling top,5
driver dan plat motornya berbeda,1
"najis banget tiap malem lapar, mau pesen malah bermasalah jaringan wae, padahal kouta banyak, anehhh nih, gak kayak sebelah langsung bisa, diperbaiki yaa tolong, banyak juga kan yg lapor masalah jaringan, jangan update2 gajelas, masalah jaringan noh benerin",1
"bikin fitur buat milih gender supirnya min, udah follow",5
aplikasi yg sangat membantu👍👍,5
untuk maps aplikasi grabnya tolong di update dong.. terimakasih,4
mantap,5
memudahkan perjalanan,5
keren,5
promo GrabFood superb anknya manaaaa,1
"kenapa se sering update , aplikasimu lemot",1
Terimakasih,5
baguss,4
"bagus bgt, ap lagi buat kaum mageran, trus juga sesuai pesanan bgt semuanya, orang grab ny juga ramah2 bahkan yg mungkin ingin sama sesama Gander juga bisa👍😊",5
aplikasi mantap,5
"tolong dong diperbaiki saya gak bisa memantau perjalanan anak saya nih,aplikasi lelet",1
"kalo mau pesan tidak bisa bayar kes,ngk semua orang kalo mau beli harus pakai qris atau yll",2
pesanan smpai tpt waktu,5
cacat sekarang grab udah jarang ada promo kena cash nya jg ga ngotakkk!!!,1
"ongkir food mahal banget gila, potongan admin kalo topup ovo juga gede, diskon kecil, parah banget deh, cuma dipake kalo mau pesen pagi sore aja soalnya di apk oren ga ada jd mau ga mau ya pake ini kalo pake si ijo sebelah jg sama aja mahalnya",2
platform yang sangat membantu dalam sehari hari,5
JANGAN KESERINGAN HARUS UPDATE PLS IN THIS EKONOMI MEMO HP PENUH SOALNYA,3
sangat bermanfaat buat darurat,5
Keren,5
sangat membantu ketika membutuhkan transportasi urgent,5
"pak tlg kebali kami lupa byr,maaf.",5
Grab oke,5
kurirnya baik dan ramah 🫰,5
"Easy to use and very convenient for transportation and food delivery. The service is reliable, and the app helps save time in everyday activities.",5
"di Melaka Malaysia susah dapat driver, udahlah gada dapat. dipesan lagi harga makin naik terus",1
sampah driver ga niat semua,1
tdk pernh ad promo,3
bagus,5
pengemudinya ramah,5
sangat bagus,5
bapaknya baik dan sopan..,5
"habis top up malah ga bisa pesen apapun, semuanya gagal, apaan ini grab kok malah error gini",1
sangat memuaskan,4
sayang gk bisa pesan 2 kendaraan aga ribet...naik mobil takut macet,3
"mantab, lebih bagus dri sebelah, sebelah kadang klo jauh gak mau ngambil cuka di diemin bae",5
sangat bagus,5
mksh baik ramah,5
"gps lokasi tepat, good",5
sunggu sangat membantu ..bagi saya yg tidak bisa berkendaraan sendiri pokok y is the best greb,5
bagus,5
Alhamdulillah baik,5
good,5
ok,5
oke,5
"adakah no CS grab yg bs dihub.? sy pengguna lama kesulitan merubah pembayaran by OVO, dll yg menyangkut nomor lama..",5
sangat bagus,5
payah,2
sangat mempermudah kita,5
ok baik sukses selalu,5
good,5
👍,5
isinya cwe mulu dah malasss ketemi driver cewek,1
bagus,4
luar biasa,5
dervernya amanah terimakasih,5
ok,5
"terimakasih bapak , perjalanan sangat nyaman,baik bgt, pokonya bintang 5",5
gak ada ongkir & diskon terasa lebih mahal..membuat saya malas mau pesan makanan ketika saya pulang kerja,3
Aplikasi ga jelas LOL drivernya juga gak jelas😡😡😡😡😡😡🙃🙃🙃🙃,1
sangat membantu,5
mantap,5
"aman, cepat dan nyaman",5
"gak guna, terlalu mahal",1
mantap,5
nyaman,5
orngnya ramah,5
memuaskan,5
trimakasih grab,5
ok..puaslah,5
perjalanan sangat menyenangkan .mobilnya keren banget sopir ramah,5
"aplikasi dajal cari keuntungan sebesar besarnya dengan cara mengorbankan mitra driver nya. Orderan dikasih dua biar bisa disunat, sementara customer bayar normal. Customer nunggu pesanan nya lama datangnya gak tau bahwa driver jemput dua orderan di dua restoran 😏",1
jgn diki dikit update lah biar gk ada keterlambatan dalam penggunaan aplikasi,5
ok,5
mantap,5
"mau bayar grab food ga bisa, semuanya ga didukung, mau qris, mau tunai, kan aneh toh",1
cukup baik,5
potongan 8 % kapan berlakunya ya ? mohon di jawab,5
aplikasi ok banget 👍👍👍,5
Sejauh ini ok..Ok aja.... Cman lama bgt bisa gunakan ovo payleter...,4
"gatau kenapa grab sekarang lebih sering update, kalau dibuka aplikasinya lemot banget, padahal paketan masih banyak, susah pemakaian nya, titik grab juga gampang banget berubah-ubah, tolong lah kalo di update itu sekali aja tapi yang berkualitas",1
good,5
mantap,5
drivernya baik banget,5
terbaik,1
cukup mudah dn smoga semua sopir2 tetep sopan seperti yg sdh sya gunakan jasanya,5
oklah,5
"ini kenapa aplikasinya jd lemot sih, lama banget ke buka nya. pdhl grab selalu jdi andalan. tapi kalau aplikasinya lemot gini jdi malas",5
grab sering bgt double pesen an.padahal udh sampe rumah ada driver nelpon LG nunggu di titik jemputnya.lah kan bingung gw nya JD ga enak jg.bukan sekali dua kali sering bgt kyk gini.coba tolong itu kok BS double pesen an?,1
membantu,5
terbaik,5
baik ramah orangnya,5
baguss cepet,2
"bikin ribet, sering eror pas mau ganti metode pembayaran setelah pesen.. tambahin beberapa tujuan setelah pesanan udah dibuat",1
ok,5
terima kasih.mantaaaap,5
mantap,5
"eror mulu. jaringan selalu tidak stabil, padahal saya koneksi internet selalu bagus, membuka aplikasi lain selalu lancar. kalau pakai grab, mau pesan makanan selalu terhambat karena kesalahan jaringan terus!!!",2
sama baik saya puas dengan ini,5
enak buat order makan,5
AYO DUKUNG KEMANUSIAAN DENGAN TIDAK MENGGUNAKAN APLIKASI YANG TIDAK MANUSIAWI TERHADAP MITRA DRIVER DRIVERNYA,1
"titik pada pemesanan grab food bukan titik terkini, tp titik terdekat. lebih baik yg kaya dulu",3
"saya belanja grab mart menggunakan voucher, kemudian ada barang beras 5kg yg dihapus dari pesanan oleh toko secara sepihak tanpa ada konfirmasi, sehingga konsumen rugi senilai beras tersebut karena tidak ada penggantian apapun. sudah lapor ke pusat bantuan 2x tidak ada solusi, pihak toko dan rider saling melempar kesalahan. rugi",1
sangat puas dengan playanan deliver y baik,5
bapknya baik dan sopan,5
Sangat memuaskan selama menggunakan grab,5
ok,5
driver suka menaikan harga sendiri,1
baik,5
"Payah, di pembayaran harusnya saya bayar 3000 kenapa pas driver sampe mintanya 8000? Ga sesuai banget.",5
ok,5
bagos,5
sangat baik,5
Semoga Menjadi lebih baik dan berkembang pesat kedepannya! terima kasih,5
Good Job,5
ok,4
good and helpful apps,5
dravernya tepat waktu,5
ok,5
kenapa saya ga bisa mesen grab ya? padahal gojek dan lain2 bisa dibuka,3
Aplikasi nyah lelet bila di Donlod nyah kalo di perbaharui,5
oke,5
better,5
ok,5
baik,5
baik,5
"Semakin sering make, semakin gk ada diskon. 1 voucher pun gk ada tuh diskon buat perjalanan motor. grabfood nya juga, buset dah itu ongkir sama biaya adminnya gk kira2. makanan jga lebih mahal jatohnya + diskon dpet cuma 5rb. org mah bkannya makin sering kita order, justru voucher nya jga seenggaknya ngasih kek brpa. sih oren aja berani ngasih diskon tiap hari",4
"mohon maaf sebelumnya, ini gimana GRAB MOBIL di daerah kec pacet kab cianjur minta tambahan ongkos tdk sesuai yg di aplikasi... sudah tau itu titiknya jelas sedang di puskesmas bawa anak sakit malah mnta ongkos double... tdk membantu sama sekali tidak bisa menjual solusi buat masyarakat... istri saya sama anak2 saya yg mau ngegrab... PARAHH UNTUK GRAB MOTOR SANGAT SANTUN DAN RAMAH... TERBAIK POKOK NYA GRAB MOTOR",1
baik,5
top,5
bapak nya baik sopan,5
"*4 dulu, karena mau ganti nomor supaya akunnya tetap premium tapi ternyata gak bisa, karena 1 akun 1 KTP.",4
"bagus ramah, good jop👍",5
sangat bermanfaat,5
"terimakasih grab, semoga sehat selalu jangan lupa tingkatkan terus layanannya supaya bisa lebih mudah lagi",5
aman nyaman...,5
bagussss,5
terlalu bnyk info2 terasa di ganggu,3
sangatt puass,5
sampe dengan selamat,5
sangat membantu,5
mantap,5
Puas,5
mantap,5
untuk pelayanan kurang ok saya sering bgt pesen pake grab tapi driver nya suka lama bgt padahal cuma 3 menit tapi ga dateng' kadang pesenan saya di cancel secara tiba' tanpa adanya komunikasi,4
aplikasi tidak pernah mengecewakan dan selalu membantu disaat lagi lapar pokoknya semua,5
Membantu,5
driver ramah dan sopan kendaraan bersih,5
mantap luar biasa pokonya sangat membantu,5
keren dan murah,5
sangat membantu,5
"harga kadang tak masuk akal, 2,kali lipat okelah, dari harga standart, ini grab makin lama makin payah, harga bisa naik 4,kali lipat, puih",1
nyaman,5
tidak sesuai titik,5
"uda lama sekali pakek grab tetapi kecewa kali karena uda dua kali driver sudah di depan mata malah batalin secara sepihak, posisi lagi buru buru mau brgkat kerja",1
Drever nya baik sopan semoga lancar dan banyak rejeki nya aamin,5
tepat waktu dan ramah,5
ok,5
qplikais aneh lokasingbisa tololll,1
"bagus aja, cuma biasanya ada driver yang ga jalan jalan Mlah diem doang padahal ga ada lampu merah, aneh, dan juga sy sering menemukan ada driver yang udh nyampe trus di cancel",3
ok,5
kalo pengantaran makanan memang tidak bisa menggunakan tarif hemat kenapa di ada-adain. harusnya di tutup biar gak bikin repot orang,1
bagus,5
puas,5
gak ada gratis ongkir malesin banget,1
Grab godd job,5
nice,5
"apk sangat amat buruk,sy sebagai pengguna sangat amat kecewa!!!! sy sudah mengkonfirmasi meminta tolong untuk mencancel pesanan saya,tetapi tidak ada respon baik dari pihak grab,alhasil orderan sy kedouble!!! sangat sangat kecewa kualitas apknya!!seharusnya bisa merespon keluhan pengguna secara cepat tetapi sebaliknya malah diam",1
"abang nya sangat ramah dan asik tidak seperti grab yang pernah saya naikin sangat sombong, kalo abang grab ini sangat baik ramah dan tidak bikin kita risih, trimakasih bang grab sehat selalu jangan prnh sombong sma orng thanks",5
"Pesan sekarang. Tiap hari hematnya, tiap hari banyak promonya.",5
pengemudi baik dan ramah,5
👍,5
aplikasi ini sangat membantu saya,5
"It's really bad and crazy expensive, please fix the price and make it easier to find a car immediately",2
oke baik,5
sangat membantu,5
aplikasi berat lemot padahal sering mau pakai tapi males kelamaan apk ny,2
"Grab murah bayar pake OVO Nabung, & nyaman",5
smangat teruss.......,5
amplikasi totok iki,1
"cuma cek promo aja, trs close aplikasi. tapi tiba-tiba ada pesanan, untung pas punya duit anj, mana gak sedikit nominalnya. bikin takutt, bye.",1
drivernya kaleum tp cepat sampai tujuan karena hapal jalan👍🙏,5
good,5
supirnya asik,5
Sudah daftar grabunlimited ga dapat keuntungan apapun. Voucher ga ada yang bisa di gunakan. Ga ada beda sama sebelum daftar grabunlimited. promo 0. ga guna,1
sanget mudah,5
"saya suka pengemudi ,ramah,sopan dan baik",5
baik,5
aman terpercaya,5
cepat dan mantap,5
"untuk daerah jauh tidak membantu sama sekali, masa ga dapet².",2
Ramah dan baik,5
"pelayanan sangat ramah dan mudah di pahami , sangat membantu , terimakasih",5
terbaik!!,5
gak jelas tiba tiba keluar dari aplikasi,1
sangat membantu saat lapat,5
bagus karna aplikasi cpt,5
tolong buat driver2 nya jangan lewat trotoar terus dong min,4
kalo kita ingin yang economi 1 jam gak dapat2 driver nya,1
ok,5
"halo tim grab, untuk pesan grab motor atau grabcar, tolong jadikan seperti dulu yg bisa lihat titik dimana kendaran berada, tanpa harus pesan dulu. untuk mengecek apakah di area sekitar ada grab/grabcar, tanpa harus pesan dulu bisa lihat jauh/dekatnya kendaran yg tersedia.",5
Sangat. bagus meringankan buat semua kalangan,5
pengemudi berkendara tenang jd nyaman,5
daftar nya gampang,5
pengalaman penagihan gopay pinjam dg ancaman harap perbaiki sistem nya padahal telat cuma sehari,1
Alhamdulillah,5
mantap,5
terimakasih,5
memuaskan,5
baik,5
"ini gimana sih kok ngk bisa dibatalin pesanan saya,sedangkan kalau ongkirnya 2k bisa di batalkan, sedangkan kalau ongkirnya 11k ngk bisa di batalkan",1
grab and driver ok👌,5
ok,5
bagus,5
bagus pelayanannya,5
driver komunikatif,5
Sangat membantu,5
order mobil kenapa si supirnya harus cancel diaplikasi dulu? makin ribet aja.,2
layanan yang buruk,1
tepat waktu,5
driver nya sangat baik sopan membantu mengangkat barang ke trolly kalau setiap driver seperti mas nya pasti banyak keberkahannya,5
sangat membantu,5
"Grab is extremely useful for transportation and food delivery. The app is easy to navigate, and the service is generally fast and dependable.",5
CEPAT PROSESNYA,5
sangat membantu..TOP deh pokoknya..,5
saya kalau perjalanan deukeut saya pernah order ke grap tapi malah jalan kukurilingan pusing saya yang tidak kenal jalannya tapi sampai ke tujuan rumkit tapi saya pusing,4
bagus,5
baik,4
bagus & cepat.,5
"lama banget estiminasinya, kurir nya sok sibuk",1
mksh grab anda sangat membantu,5
"Grab aplikasi yg diandalin semua orang, bagus dan terpercaya 👍👍Transportasi & kebutuhan harian paling oke! Cepat datang, harga jelas, aman, sopan. Makanan/Barang antar kilat. Penyelamat hidup! 🚗💚",5
"tolong buat fasilitas yg Grab Bike XL di sortir aja motornya yg dateng, jgn pesen yg XL di datangin Honda beat kecil , kami pelanggan bayar lebih biar dapet motor yg lega ga terlalu dempetan‼️ percuma pesen XL datengnya motor kecil",1
"keren, harga bersaing",5
Good,5
apa sih tulisan qris malah QRIS BAYAR DITEMPAT,1
nyebelin bangetttt plisss jangan tiba tiba ngeleg atau suruh update aku mau kerja njayy😔,1
bagus banget nih iya,4
sangat membantu,5
"Driver lengkap atributnya,sabar dan mengerti jalan👍👍👍",5
"Payah ga bisa menemukan alamat saya, males apk kurang canggih!!! Ga kyk gojek lbh pintar!!! Maaf saya uninstal karna kurang pintar cari alamat saya!!!",1
"Pengalaman saya dengan salah satu pengemudi Grab Car kalian mengecewakan Saya belum naik (masih di mall), pas saya pesan dan dapat, diaplikasi tulisannya sudah di pick up sama pengemudi, ketika saya protes langsung dan saya kasih bintang 1 ke supir, supir marah2 dan tidak terima Memalukan memaksa penumpang naik",1
nyaman,4
"aman, tepat waktu, sopan",5
bagus pelayanannya,5
kereeen,5
👍👍👍👍,5
baik banget,5
"jangan di download apk ini, tidak akurat semua",1
aplikasi PERBUDAKAN MODERN,1
"ramah, sopan",5
Sangat bermanfaat,5
terlalu banyak update ga penting padahal fitur sama,1
baik,5
mantap.. sejauh ini sangat baik,5
suka tiba tiba ngelag,4
"Sering di cancel sama Pengemudinya, menjengkelkan di saat urgen😑",5
perbaruin donk ke akurat an MAP na...sy selalu telat krn nunggu driver yg salah krn MAP...,2
bagus,5
setiap pengemudi santun dan rama sangat memuaskan kepada pelanggan sungguh nyaman,5
terimakasih banyak pak sudah mengantarkan paket saya dengan baik 🙏,5
